symbol,entry_date,exit_date,entry_price,exit_price,pnl_pct,holding_days,sector,side,closed_at_end
PFC,2021-05-17,2021-06-07,66.57472229003906,71.70940399169922,0.07712659587659165,21,Financials,LONG,
IRFC,2021-05-24,2021-06-14,20.46734619140625,21.431547164916992,0.04710923265252576,21,Railways,LONG,
FORTIS,2021-05-31,2021-06-14,228.659423828125,231.54127502441406,0.012603246995213535,14,Healthcare,LONG,
ONGC,2021-06-07,2021-06-14,91.81888580322266,90.4282455444336,-0.015145470854104559,7,Energy,LONG,
SUZLON,2021-06-07,2021-06-14,6.748871803283691,6.5193190574646,-0.03401349922032926,7,Renewables,LONG,
ADANIPORTS,2021-06-07,2021-06-14,809.4327392578125,815.159912109375,0.007075538922250546,7,Industrials,LONG,
SOLARINDS,2021-05-31,2021-06-14,1390.963623046875,1622.0234375,0.1661149225074583,14,Defence,LONG,
TATAPOWER,2021-06-14,2021-06-21,120.7575454711914,118.12838745117188,-0.021772204873497958,7,Utilities,LONG,
MAZDOCK,2021-06-14,2021-06-21,126.18836975097656,117.8051986694336,-0.06643378544382927,7,Defence,LONG,
ASTRAL,2021-06-14,2021-06-28,1437.7230224609375,1426.725830078125,-0.00764903407054629,14,Capital Goods,LONG,
SHRIRAMFIN,2021-05-24,2021-06-28,271.1197509765625,251.8745574951172,-0.07098410725196114,35,Financials,LONG,
SUZLON,2021-06-28,2021-07-05,7.1161580085754395,8.080282211303711,0.13548381044468627,7,Renewables,LONG,
BAJFINANCE,2021-06-14,2021-07-05,599.4927368164062,587.5176391601562,-0.019975384055265666,21,Financials,LONG,
RITES,2021-06-14,2021-07-05,112.09515380859375,110.33797454833984,-0.015675782587839193,21,Railways,LONG,
APOLLOHOSP,2021-07-05,2021-07-12,3685.01806640625,3677.8125,-0.0019553679999395612,7,Healthcare,LONG,
CHOLAFIN,2021-01-05,2021-07-12,437.440185546875,513.9439086914062,0.17488956358430707,188,Financials,LONG,
NV20BEES,2021-07-05,2021-07-12,87.7699966430664,87.12000274658203,-0.007405650237491734,7,Other,LONG,
MOM50,2021-07-05,2021-07-12,154.7100067138672,155.9499969482422,0.008014932328639368,7,Other,LONG,
WIPRO,2021-05-03,2021-07-12,227.6256866455078,242.89312744140625,0.06707257436932035,70,IT,LONG,
BDL,2021-07-12,2021-07-19,182.8208770751953,179.25257873535156,-0.019518002522086575,7,Defence,LONG,
TATACONSUM,2021-06-21,2021-07-19,715.7935791015625,738.24072265625,0.03135980010167505,28,FMCG,LONG,
MAXHEALTH,2021-06-14,2021-07-19,254.1928253173828,267.5818786621094,0.05267282161882081,35,Healthcare,LONG,
TRENT,2021-07-12,2021-07-19,901.0889892578125,875.80712890625,-0.02805700730222671,7,Retail,LONG,
TITAGARH,2021-06-21,2021-07-26,55.56801986694336,73.42560577392578,0.32136444576830514,35,Railways,LONG,
GRAVITA,2021-07-12,2021-07-26,142.93092346191406,173.28663635253906,0.21238030340378855,14,Metals,LONG,
SOLARINDS,2021-07-19,2021-07-26,1614.4981689453125,1599.1998291015625,-0.009475600615728053,7,Defence,LONG,
WIPRO,2021-07-19,2021-08-02,266.8913879394531,271.2337341308594,0.01627008733751789,14,IT,LONG,
BEL,2021-06-28,2021-08-09,54.844058990478516,54.969417572021484,0.002285727640339852,42,Defence,LONG,
APOLLOHOSP,2021-07-26,2021-08-09,3868.321533203125,4035.288330078125,0.04316259531217015,14,Healthcare,LONG,
DIXON,2021-01-05,2021-08-09,2748.60986328125,4275.93017578125,0.5556700981479807,216,Capital Goods,LONG,
POLYCAB,2021-05-24,2021-08-09,1582.147216796875,1770.8448486328125,0.11926679757270886,77,Capital Goods,LONG,
GRASIM,2021-01-18,2021-08-09,1003.3721923828125,1487.0169677734375,0.4820193135331601,203,Cement,LONG,
SBILIFE,2021-08-09,2021-08-16,1141.644775390625,1129.6400146484375,-0.01051532052785853,7,Financials,LONG,
BAJFINANCE,2021-07-12,2021-08-16,602.0459594726562,604.0475463867188,0.003324641387537408,35,Financials,LONG,
SUNPHARMA,2021-08-09,2021-08-16,747.353759765625,740.786376953125,-0.008787515586406558,7,Pharma,LONG,
GRAVITA,2021-08-02,2021-08-16,181.25437927246094,181.6454620361328,0.002157645874497849,14,Metals,LONG,
SBIN,2021-02-08,2021-08-23,362.71990966796875,378.7335510253906,0.044148779624698875,196,Financials,LONG,
MOTHERSON,2021-02-15,2021-08-23,52.1085090637207,53.693153381347656,0.03041047126658669,189,Auto,LONG,
ICICIBANK,2021-07-26,2021-08-23,654.447509765625,660.2922973632812,0.00893087300423745,28,Financials,LONG,
HINDALCO,2021-08-09,2021-08-23,426.7051696777344,392.24493408203125,-0.08075888937958953,14,Metals,LONG,
JSWSTEEL,2021-04-05,2021-08-30,481.59326171875,647.6060180664062,0.34471569588655826,147,Metals,LONG,
ASTRAL,2021-07-12,2021-08-30,1511.13818359375,1473.5106201171875,-0.024900147375720216,49,Capital Goods,LONG,
APOLLOHOSP,2021-08-16,2021-09-06,4011.647705078125,4952.85009765625,0.23461740954638377,21,Healthcare,LONG,
GRAVITA,2021-08-23,2021-09-06,184.08953857421875,192.98606872558594,0.04832719023726817,14,Metals,LONG,
TATACONSUM,2021-07-26,2021-09-06,749.99658203125,841.6234741210938,0.1221697462162914,42,FMCG,LONG,
TITAGARH,2021-08-09,2021-09-06,87.54207611083984,93.1786880493164,0.06438746016646735,28,Railways,LONG,
MAXHEALTH,2021-08-23,2021-09-06,328.1560974121094,378.47705078125,0.15334456304782873,14,Healthcare,LONG,
WIPRO,2021-08-16,2021-09-06,284.3299560546875,302.6231689453125,0.06433797248963291,21,IT,LONG,
NHPC,2021-09-06,2021-09-13,23.16775131225586,22.916831970214844,-0.010830543657824876,7,Utilities,LONG,
DMART,2021-09-06,2021-09-13,3938.89990234375,3950.5,0.0029450095061689385,7,Retail,LONG,
SBILIFE,2021-08-30,2021-09-13,1174.732421875,1163.9677734375,-0.009163489690970139,14,Financials,LONG,
LODHA,2021-09-06,2021-09-13,540.807373046875,514.625244140625,-0.04841303985694856,7,Real Estate,LONG,
TITAN,2021-09-06,2021-09-13,1993.1435546875,2007.94921875,0.007428297890375246,7,Consumer Disc.,LONG,
TECHM,2021-08-16,2021-09-13,1192.0755615234375,1235.254638671875,0.03622176189339532,28,IT,LONG,
RVNL,2021-09-13,2021-09-20,27.502696990966797,27.14200782775879,-0.013114683382741577,7,Railways,LONG,
ADANIGREEN,2021-09-13,2021-09-20,1215.949951171875,1153.25,-0.051564582170053774,7,Renewables,LONG,
ULTRACEMCO,2021-09-06,2021-09-20,7753.30029296875,7540.15380859375,-0.027491065265238923,14,Cement,LONG,
DIVISLAB,2021-07-19,2021-09-20,4615.04931640625,4989.6767578125,0.0811751761946442,63,Pharma,LONG,
WIPRO,2021-09-13,2021-09-20,305.9723205566406,307.31195068359375,0.00437827227154397,7,IT,LONG,
INDIGO,2021-09-20,2021-09-27,2192.34521484375,2135.091796875,-0.02611514718626573,7,Aviation,LONG,
HAL,2021-09-06,2021-09-27,642.8847045898438,618.3827514648438,-0.03811251527695325,21,Defence,LONG,
APOLLOHOSP,2021-09-20,2021-09-27,4847.8583984375,4673.57958984375,-0.03594964915846577,7,Healthcare,LONG,
NV20BEES,2021-08-30,2021-09-27,94.7699966430664,101.66999816894531,0.07280786926548588,28,Other,LONG,
SOLARINDS,2021-09-20,2021-09-27,1966.6102294921875,1996.768798828125,0.015335305839289326,7,Defence,LONG,
COFORGE,2021-06-07,2021-10-04,696.2760009765625,997.8055419921875,0.43306036771727663,119,IT,LONG,
ITBEES,2021-08-16,2021-10-04,33.31999969482422,35.43000030517578,0.06332534902991971,49,Other,LONG,
BHARTIARTL,2021-09-20,2021-10-04,698.5492553710938,660.5975952148438,-0.05432925432879998,14,Telecom,LONG,
DEEPAKNTR,2021-01-05,2021-10-04,1016.4949340820312,2348.599853515625,1.3104884980431124,272,Chemicals,LONG,
BEL,2021-09-13,2021-10-11,61.75441360473633,63.1113395690918,0.02197293902004427,28,Defence,LONG,
COALINDIA,2021-10-04,2021-10-11,127.60148620605469,127.43241882324219,-0.0013249640567625232,7,Energy,LONG,
ONGC,2021-10-04,2021-10-25,108.71952819824219,116.7480697631836,0.07384636134827538,21,Energy,LONG,
MAXHEALTH,2021-09-13,2021-10-25,379.7711181640625,331.2420349121094,-0.1277850814105047,42,Healthcare,LONG,
DMART,2021-09-20,2021-11-01,4239.64990234375,4635.4501953125,0.09335683419282925,42,Retail,LONG,
TITAGARH,2021-09-27,2021-11-01,93.37821197509766,94.02667236328125,0.006944450685739456,35,Railways,LONG,
POLYCAB,2021-08-23,2021-11-01,1840.89453125,2210.891845703125,0.2009877851078683,70,Capital Goods,LONG,
DEEPAKNTR,2021-10-11,2021-11-01,2840.65771484375,2198.6611328125,-0.22600279459102768,21,Chemicals,LONG,
ICICIBANK,2021-11-01,2021-11-08,778.004150390625,758.6522827148438,-0.024873733213460314,7,Financials,LONG,
BAJFINANCE,2021-08-23,2021-11-08,653.55126953125,738.3223266601562,0.12970835048596419,77,Financials,LONG,
JSWENERGY,2021-09-27,2021-11-08,342.3514404296875,325.18743896484375,-0.05013561924349175,42,Utilities,LONG,
TECHM,2021-11-01,2021-11-08,1273.693603515625,1310.7421875,0.029087516716825856,7,IT,LONG,
MAXHEALTH,2021-11-01,2021-11-08,329.848388671875,344.1831359863281,0.04345859433229782,7,Healthcare,LONG,
BEL,2021-11-01,2021-11-15,65.2239761352539,70.5055923461914,0.08097660590309763,14,Defence,LONG,
ONGC,2021-11-08,2021-11-15,113.03115844726562,114.96395111083984,0.017099644824714044,7,Energy,LONG,
PSUBNKBEES,2021-11-08,2021-11-15,32.279998779296875,31.700000762939453,-0.017967721136638026,7,Other,LONG,
HINDALCO,2021-09-27,2021-11-15,465.2230224609375,455.3111877441406,-0.021305555052639535,49,Metals,LONG,
INDIGO,2021-11-15,2021-11-22,2302.359130859375,2247.35205078125,-0.02389161592596245,7,Aviation,LONG,
TATASTEEL,2021-01-05,2021-11-22,59.6588134765625,104.43771362304688,0.7505831500332498,321,Metals,LONG,
IOC,2021-11-08,2021-11-22,68.0531997680664,67.80570983886719,-0.0036367126019452023,14,Energy,LONG,
VBL,2021-11-15,2021-11-22,128.3934326171875,125.46052551269531,-0.02284312401894273,7,FMCG,LONG,
MID150BEES,2021-11-15,2021-11-22,121.12999725341797,119.0,-0.017584391164161994,7,Other,LONG,
SBIN,2021-10-25,2021-11-29,468.3649597167969,438.1463623046875,-0.06451933857387937,35,Financials,LONG,
LT,2021-11-08,2021-11-29,1831.98779296875,1706.4613037109375,-0.06851928257360052,21,Industrials,LONG,
LODHA,2021-11-22,2021-11-29,683.9396362304688,675.3944702148438,-0.012494035384060576,7,Real Estate,LONG,
COFORGE,2021-11-22,2021-12-06,1055.8272705078125,1013.771240234375,-0.03983230159722073,14,IT,LONG,
ADANIGREEN,2021-11-08,2021-12-06,1200.4000244140625,1389.6500244140625,0.15765577819975163,28,Renewables,LONG,
POLYCAB,2021-11-29,2021-12-06,2204.390380859375,2312.080322265625,0.048852482001970676,7,Capital Goods,LONG,
GODREJPROP,2021-09-27,2021-12-13,2191.449951171875,2099.199951171875,-0.042095417214830455,77,Real Estate,LONG,
APOLLOHOSP,2021-11-22,2021-12-13,5519.8369140625,5180.7607421875,-0.06142865761326377,21,Healthcare,LONG,
ONGC,2021-11-29,2021-12-13,113.39329528808594,113.74018096923828,0.003059137493720776,14,Energy,LONG,
BHARTIARTL,2021-11-22,2021-12-13,698.1769409179688,694.609619140625,-0.005109480947126932,21,Telecom,LONG,
ITBEES,2021-12-06,2021-12-13,36.7599983215332,36.630001068115234,-0.0035363781108177506,7,Other,LONG,
ETERNAL,2021-12-06,2021-12-20,144.89999389648438,135.35000610351562,-0.06590744096090995,14,Internet,LONG,
ABB,2021-12-13,2021-12-20,2223.33447265625,2159.85693359375,-0.028550602639045297,7,Capital Goods,LONG,
DIXON,2021-12-13,2021-12-20,5533.69677734375,5373.1083984375,-0.029020090071385285,7,Capital Goods,LONG,
POLYCAB,2021-12-13,2021-12-20,2416.44580078125,2273.902587890625,-0.058988789586979395,7,Capital Goods,LONG,
SUZLON,2021-12-13,2021-12-20,7.207979202270508,6.24385404586792,-0.13375803805023312,7,Renewables,LONG,
DMART,2021-11-15,2021-12-27,5078.5498046875,4628.89990234375,-0.0885390356768232,42,Retail,LONG,
APOLLOHOSP,2021-12-20,2021-12-27,4727.8046875,4782.91796875,0.011657266933153165,7,Healthcare,LONG,
COFORGE,2021-12-20,2021-12-27,1021.8810424804688,1069.7542724609375,0.046848143756795135,7,IT,LONG,
ONGC,2021-12-20,2021-12-27,107.45767974853516,106.76390075683594,-0.006456299757474304,7,Energy,LONG,
TITAN,2021-10-11,2021-12-27,2327.65380859375,2289.40576171875,-0.01643201696652108,77,Consumer Disc.,LONG,
GRASIM,2021-12-20,2021-12-27,1627.6949462890625,1574.05078125,-0.03295713681569412,7,Cement,LONG,
ADANIGREEN,2021-12-27,2022-01-03,1385.4000244140625,1330.25,-0.03980801461107775,7,Renewables,LONG,
DIXON,2021-12-27,2022-01-03,5412.880859375,5498.86376953125,0.01588487025487173,7,Capital Goods,LONG,
TATAELXSI,2021-01-05,2022-01-03,1795.3902587890625,5672.75439453125,2.159621907694517,363,IT,LONG,
NV20BEES,2021-12-27,2022-01-03,98.63999938964844,100.94000244140625,0.02331714381578931,7,Other,LONG,
LT,2021-12-13,2022-01-10,1797.87109375,1828.1009521484375,0.01681425242528589,28,Industrials,LONG,
SUNPHARMA,2021-12-27,2022-01-10,749.5136108398438,791.07373046875,0.055449452855615755,14,Pharma,LONG,
TATACOMM,2022-01-03,2022-01-10,1380.2076416015625,1378.935302734375,-0.0009218459808779667,7,Telecom,LONG,
POWERGRID,2022-01-03,2022-01-10,124.81005859375,125.29855346679688,0.00391390628728816,7,Utilities,LONG,
DEEPAKNTR,2021-12-06,2022-01-10,2276.489013671875,2497.40478515625,0.0970423183057878,35,Chemicals,LONG,
SOLARINDS,2021-10-04,2022-01-10,2153.22509765625,2332.0888671875,0.08306784540359491,98,Defence,LONG,
ICICIBANK,2022-01-10,2022-01-17,769.4679565429688,795.4159545898438,0.03372199950138666,7,Financials,LONG,
BAJFINANCE,2022-01-10,2022-01-17,751.4942016601562,768.4532470703125,0.02256710081420632,7,Financials,LONG,
SBIN,2021-12-27,2022-01-17,425.52813720703125,473.3936462402344,0.11248494482026516,21,Financials,LONG,
MAZDOCK,2022-01-10,2022-01-17,133.5059051513672,132.49905395507812,-0.007541622935311465,7,Defence,LONG,
TITAN,2022-01-03,2022-01-17,2489.726806640625,2559.16552734375,0.027890096422594324,14,Consumer Disc.,LONG,
HINDALCO,2021-12-27,2022-01-17,445.93389892578125,492.043212890625,0.10339943672350849,21,Metals,LONG,
ITBEES,2021-12-20,2022-01-17,37.470001220703125,39.689998626708984,0.059247326759606755,28,Other,LONG,
DMART,2022-01-17,2022-01-24,4322.7001953125,4299.7998046875,-0.00529770504321192,7,Retail,LONG,
LT,2022-01-17,2022-01-24,1962.3128662109375,1877.18896484375,-0.04337937279673176,7,Industrials,LONG,
MAXHEALTH,2021-11-22,2022-01-24,355.78033447265625,372.6535339355469,0.04742589128176622,63,Healthcare,LONG,
SUNPHARMA,2022-01-17,2022-01-24,820.4663696289062,771.7968139648438,-0.05931937915514507,7,Pharma,LONG,
CPSEETF,2022-01-17,2022-01-24,32.04999923706055,31.780000686645508,-0.008424291945156481,7,Other,LONG,
POLYCAB,2022-01-17,2022-01-24,2633.73193359375,2454.770263671875,-0.06794984244189206,7,Capital Goods,LONG,
FEDERALBNK,2022-01-17,2022-01-24,95.87958526611328,90.48334503173828,-0.05628143070704539,7,Financials,LONG,
BAJAJFINSV,2021-04-12,2022-01-31,960.7435913085938,1516.8310546875,0.578809443445238,294,Financials,LONG,
BAJFINANCE,2022-01-24,2022-01-31,723.4727783203125,673.7776489257812,-0.06868970178796285,7,Financials,LONG,
LTIM,2021-10-25,2022-01-31,6217.8056640625,5630.21630859375,-0.09450108080168584,98,IT,LONG,
SUZLON,2022-01-03,2022-01-31,9.365781784057617,10.467638969421387,0.11764711273108497,28,Renewables,LONG,
HINDALCO,2022-01-24,2022-01-31,492.38330078125,476.4952697753906,-0.0322676073308138,7,Metals,LONG,
BDL,2022-01-24,2022-01-31,220.24761962890625,233.46441650390625,0.06000880689320898,7,Defence,LONG,
TECHM,2021-11-29,2022-01-31,1329.4998779296875,1227.876953125,-0.07643695685247887,63,IT,LONG,
TRENT,2022-01-24,2022-01-31,1176.3525390625,1013.5632934570312,-0.13838474453857552,7,Retail,LONG,
ICICIBANK,2022-01-31,2022-02-07,757.7308349609375,780.9142456054688,0.030595839016801296,7,Financials,LONG,
MOTHERSON,2022-01-17,2022-02-07,80.6209487915039,78.75260162353516,-0.023174462667271967,21,Auto,LONG,
POLYCAB,2022-01-31,2022-02-07,2457.89892578125,2441.42529296875,-0.0067023231263522165,7,Capital Goods,LONG,
BHARTIARTL,2022-01-31,2022-02-07,699.5941772460938,703.8945922851562,0.0061470137673111935,7,Telecom,LONG,
GRASIM,2022-01-31,2022-02-07,1658.1812744140625,1695.6051025390625,0.02256920199404866,7,Cement,LONG,
